Nombre,Empresa,Tecnología,Fase,Combustible,Matriz,Sector,Fecha operación,Capacidad (MW),Generación (GWh),Inversión (mdd),Modalidad,Entidad,Permiso CRE,MIA,Aprobación MIA,Notas,X,Y
CIASA,"Compañía Industrial Azucarera, S. A. de C. V.",Turbina de Vapor,En operación,Bagazo de caña y Combustoleo,Ingenios Santos S.A de C.V.,Privado,1985,5.5,18.43,6.6,Usos Propios Continuos,Veracruz,3591,,No encontrado,,-10596197.744013367,2056337.3704062072
Cimarron Solar Fase 2,"Cimarron Solar, S. de R.L. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE,Sol,"Cimarrón Solar, S. de R.L. de C.V",Privado,null,300.24,892.51,320,Generación,Sonora,E/2095/GEN/2018,,No encontrado,,-12351146.91149324,3365846.2204043493
Camilo Arriaga (El Salto),CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1966,18,84.5,27,Generación,San Luis Potosí,E/1586/GEN/2015,,No encontrado,,-11063564.156922068,2582369.3202097183
Cañada Honda,"NEXT ENERGY DEL CENTRO, S. DE R.L. de C.V.",Fotovoltaica,En construcción,Sol,Next Energy,Privado,null,21.46,56.53,24.03,Generación,Aguascalientes,E/2222/GEN/2019,01AG2019E0026,Autorizado condicionado,,-11376769.78636404,2513486.678472775
CMT La Laguna,"CLARUM ENERGY, S. A. DE C. V.",Combustión interna,En operación,Gas Natural,"CLARUM ENERGY, S. A. DE C. V.",Privado,2016,2.56,21.3,2.3,Cogeneración,Durango,E/1222/COG/2014,,No encontrado,,-11525209.828916248,2943116.4085743604
Chinin,CFE,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,CFE,Público,null,170,null,null,No definida,Chiapas,Permiso no encontrado,,No encontrado,,-10321692.129604617,1960901.4748659777
Cimarron Solar Fase 1,"Cimarrón Solar, S. de R. L. de C. V., Central Fase Uno",Fotovoltaica,En proyecto con permiso de la CRE terminado,Sol,"Cimarrón Solar, S. de R.L. de C.V",Privado,null,126,347.08,145,Generación,Sonora,E/1934/GEN/2017,,No encontrado,,-12350728.668581603,3365707.285226874
Cerritos Colorados,CFE,Geotérmica,En proyecto con permiso de la CRE terminado,Calor Geotermico,CFE,Público,null,26.6,198.21,49.33,Generación,Jalisco,E/1746/GEN/2016,14JA2008E0002,Autorizado condicionado,,-11524682.70329747,2350564.8327831314
Chilatán,Proveedora de Electricidad de Occidente S. de R. L. de C. V.,Turbina Hidráulica,En operación,Agua,Enel Green Power,Privado,2005,19,76.29,28.5,Generación,Jalisco,E/241/GEN/2003,,No encontrado,El permiso E/241/AUT/2003 cambió en 2024 por el E/241/GEN/2003,-11440721.739554184,2189223.4053506064
Cogeneracion Cosoleacaque,"Energia Limpia de Cosoleacaque, S. A. de C. V.",Turbina de Gas y Turbina de Vapor,En operación,Gas Natural,Contour Global PLC,Privado,2014,118,709.39,107.4,Cogeneración,Veracruz,E/1062/COG/2013,30VE2012E0024,Autorizado condicionado,,-10530529.496970437,2042153.4403661767
Complejo Procesador de Gas Nuevo Pemex,Pemex-Gas y Petroquímica Básica,Turbina de Gas,En operación,Gas Natural,PEMEX,Público,2009,347.4,2628,330.66,Cogeneración,Tabasco,E/811/COG/2009,,No encontrado,,-10366347.548152147,2021096.2224971496
Colimilla,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1955,51.2,48,76.8,Generación,Jalisco,E/1608/GEN/2015,,No encontrado,,-11491054.624677379,2355678.430309509
CT San Jerónimo,,Termoeléctrica,Suspendido o cancelado,Gas Natural,,Privado,null,0,null,null,No definida,Nuevo León,Permiso no encontrado,,No encontrado,,-11171989.64374373,2959380.935976513
Comercial Importadora,"Comercial Importadora, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Comercial Importadora, S. A. de C. V.",Privado,2018,1.05,8.380000000000004,2.68,Generación,Estado de México,E/2012/GEN/2018,,No encontrado,,-11046849.038894527,2209857.7593340874
Compañía Agroeléctrica de Yucatán,"Compañía Agroeléctrica de Yucatán, S. de R. L. de C. V.",Turbina de Vapor,En proyecto con permiso de la CRE,Residuos organicos,"Compañía Agroeléctrica de Yucatán, S. de R. L. de C. V.",Privado,null,0.55,4.33,0.66,Pequeño Productor,Yucatán,E/957/PP/2012,,No encontrado,,-9840209.944400638,2347269.880173888
Compañía Cervecera El Trópico,"Compañía Cervecera El Trópico, S. de R. L. de C. V.",Turbina de Vapor,En operación,Gas Natural y Combustoleo,Anheuser-Busch InBev SA NV (Grupo Modelo),Privado,1989,25,219,30,Usos Propios Continuos,Oaxaca,4123,,No encontrado,,-10702422.294220734,2045991.2786583868
Compañia Occidental Mexicana,"Compañia Occidental Mexicana, S. A. de C. V.",Combustión interna,En operación,Diesel,"Compañia Occidental Mexicana, S. A. de C. V.",Privado,1989,8.75,5.6,7.88,Usos Propios Continuos,Baja California Sur,4184,,No encontrado,,-12476740.213749679,3146946.7949880306
Compañía Productora de Electricidad CPQ,"Compañía Productora de Electricidad CPQ, S. A. de C. V.",Combustión interna,En construcción,Gas Natural,"Compañía Productora de Electricidad CPQ, S. A. de C. V.",Privado,null,3.4,23.56,3.05,Generación,Estado de México,E/1484/GEN/2015,15EM2017ED239,Autorizado condicionado,,-11107168.941002293,2229753.765349542
Complejo Marino de Producción Abkatún Inyección de Agua,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce,PEMEX,Público,1991,35.75,33.8,32.17,Autoabastecimiento,Campeche,E/38/AUT/96,,No encontrado,,-10259939.961985238,2189931.276407715
CT Monterrey,CFE,Termoeléctrica,Suspendido o cancelado,Gas Natural,CFE,Público,null,465,null,null,No definida,Nuevo León,Permiso no encontrado,,No encontrado,,-11158074.941165501,2966889.5289401244
Complejo Marino de Producción Abkatun-A,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce,PEMEX,Público,1991,14.52,61,13.07,Autoabastecimiento,Campeche,E/106/AUT/98,,No encontrado,,-10261321.81535225,2188927.3212474016
Comercializadora de Lácteos y Derivados,"Comercializadora de Lácteos y Derivados, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE,Gas Natural,Gas Natural,Privado,null,6.67,56.08,7.34,Generación,Coahuila,E/2018/GEN/2018,,No encontrado,,-11509598.46479063,2947150.2745294445
Cogeneración Mexichem Altamira I,Mexichem,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,Mexichem,Privado,null,18.7,null,26,No definida,Tamaulipas,Permiso no encontrado,,No encontrado,,-10897644.391740639,2560487.2689378504
Cogeneración Salina Cruz,CFE,Ciclo Combinado,En proyecto sin permiso de la CRE,Gas Natural,CFE,Público,null,812,null,950,Cogeneración,Oaxaca,Permiso no encontrado,,No encontrado,,-10596434.647474505,1829447.0579162168
Complejo Isletas I y II,Perseveranza Energetica,Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,Perseveranza Energetica,Privado,null,38,null,1,No definida,Veracruz,Permiso no encontrado,30VE2012E0027,Autorizado condicionado,,-10785578.871115915,2200062.1351913377
Complejo Marino de Producción Abkatún-D,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce,PEMEX,Público,1991,7.12,24,6.41,Autoabastecimiento,Campeche,09/AUT/94,,No encontrado,,-10257778.372358156,2188400.4267277746
Complejo Marino de Producción Akal-J,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Natural y Diesel,PEMEX,Público,1991,16.93,111.26,15.24,Autoabastecimiento,Campeche,E/104/AUT/98,,No encontrado,,-10245966.894597987,2200324.938304937
Complejo marino de producción KU-A,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce y Diesel,PEMEX,Público,1991,10.19,10.59,9.17,Autoabastecimiento,Campeche,E/40/AUT/96,,No encontrado,,-10264678.761463832,2216147.871341691
Complejo Marino de Producción KU-H,PEMEX,Turbina de Gas y Combustion interna,En operación,Diesel,PEMEX,Público,1991,14.85,75.38,13.37,Autoabastecimiento,Campeche,E/41/AUT/96,,No encontrado,,-10262813.790412337,2215356.413190127
Complejo Marino de Producción NOHOCH-A,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce y Diesel,PEMEX,Público,1991,13.97,95.01,12.57,Autoabastecimiento,Campeche,E/42/AUT/96,,No encontrado,,-10240623.110422362,2197280.3111295714
Complejo marino de producción POL-A,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce,PEMEX,Público,1991,9.17,17.28,8.26,Autoabastecimiento,Campeche,E/43/AUT/96,,No encontrado,,-10271199.14924254,2182996.418951422
Complejo Marino de Rebombeo,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Natural y Diesel,PEMEX,Público,1991,4.65,22.77,4.18,Autoabastecimiento,Campeche,E/44/AUT/96,,No encontrado,,-10243660.668669712,2158478.111890931
Complejo Petroquímico Cangrejera,PEMEX,Turbina de Gas y Turbina de Vapor,En operación,Gas Natural,PEMEX,Público,1998,163.5,762,190.35,Cogeneración,Veracruz,E/75/COG/98,,No encontrado,,-10503623.02612742,2048723.3068547812
CT Francisco Pérez Ríos (Tula),CFE,Termoeléctrica,En operación,Gas Natural,CFE,Público,1975,1605.6,7796.58,1926.72,Generación,Hidalgo,E/1706/GEN/2015,,No encontrado,,-11051401.02534326,2279489.7066867226
CTG Arroyo del Coyote,CFE,Turbina de Gas,Central retirada,Gas Natural,CFE,Público,null,24,null,null,No definida,Tamaulipas,Permiso no encontrado,,No encontrado,,-11081348.13241755,3168867.8494458166
Cuprum,"Cuprum, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Verzatec S.A.B de C.V.,Privado,2018,1.97,16.36,2.09,Generación,Estado de México,E/1928/GEN/2017,,No encontrado,,-11033592.74323696,2217710.909007911
Destiladora del Valle,"Destiladora del Valle, S. A. de C. V.",Turbina de Vapor,En operación,Combustoleo,"Destiladora del Valle, S. A. de C. V.",Privado,2007,1.5,10.8,1.8,Autoabastecimiento,Veracruz,E/541/AUT/2006,,No encontrado,,-10809181.271492284,2135094.397236265
Dos Puentes (AUT),"Hidroeléctrica Dos Puentes, S. A. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,"Hidroeléctrica Dos Puentes, S. A. de C. V.",Privado,null,4,25.62,6,Autoabastecimiento,Veracruz,E/1496/AUT/2015,,No encontrado,,-10809503.226383971,2240525.886650014
Dos Puentes (GEN),"Hidroeléctrica Dos Puentes, S. A. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,"Hidroeléctrica Dos Puentes, S. A. de C. V.",Privado,null,1,5.13,1.5,Generación,Veracruz,E/1034/GEN/2013,,No encontrado,,-10809423.333498623,2240495.4196656835
Constructora Terminal Valle de México,"Constructora Terminal Valle de México, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"Constructora Terminal Valle de México, S. A. de C. V.",Privado,2018,5,34.54,4,Generación,Estado de México,E/2040/GEN/2018,,No encontrado,,-11020102.676648729,2212152.3568946617
Draexlmaier Mexico,"Draexlmaier Components Automotive de México, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,Lisa Draxlmaier GmbH,Privado,2006,2,1.34,1.8,Autoabastecimiento,San Luis Potosí,E/482/AUT/2005,,No encontrado,,-11231429.2758461,2515822.6513131787
CTG Altos Hornos de Mexico (AHMSA),Altos Hornos de México (AHMSA),Turbina de Gas,En operación,Gas Natural,Altos Hornos de México (AHMSA),Privado,1991,260.3,1500,261.41,Generación,Coahuila,E/094/GEN/98,,No encontrado,E/094/AUT/98 era el permiso anterior de esta central,-11290533.726074886,3107912.2731993604
El Chiflón,"Central Hidroeléctrica El Chiflon, S. A. P. I. de C. V.",Turbina Hidráulica,En proyecto con permiso de la CRE revocado,Agua,"Central Hidroeléctrica El Chiflon, S. A. P. I. de C. V.",Privado,null,30,143.73,45,Pequeño Productor,Hidalgo,E/1121/PP/2014,13HI2013HD010,No encontrado,,-10951153.855344068,2320360.2702436475
El Gallo,"Mexicana de Hidroelectricidad Mexhidro, S. de R. L. de C. V.",Turbina Hidráulica,En operación,Agua,Enel Green Power,Privado,2006,30,146.2,45,Generación,Guerrero, E/130/GEN/99,,No encontrado,El permiso  E/130/AUT/99 cambió en 2024 al E/130/GEN/99,-11206446.350144245,2119888.9839397143
El Griton Solar,"El Griton Solar, S.A. de C.V",Fotovoltaica,En proyecto con permiso de la CRE,Sol,"El Griton Solar, S.A. de C.V",Privado,null,314.43,966.33,279.07,Generación,Zacatecas,E/2026/GEN/2018,,No encontrado,,-11321711.324291365,2520225.477648282
Elan Energy Generadora Dos,"Elan Energy Generadora Dos, S. A. P. I. de C. V.",Combustión interna,En operación,Gas Natural,"Elan Energy Generadora Dos, S. A. P. I. de C. V.",Privado,2018,4,29.71,4.83,Generación,Estado de México,E/1905/GEN/2017,,No encontrado,,-11042915.750590896,2235468.2034883164
Elba,"Generadora Fénix, S. A. P. I. de C. V.",Turbina Hidráulica,En construcción,Agua,Mota-Engil / SME,Privado,null,1.2,6.31,2.3,Generación,Hidalgo,E/1864/GEN/2016,,No encontrado,,-11042309.059366073,2303977.705374194
Empacadora Celaya,"Empacadora Celaya, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Empacadora Celaya, S. A. de C. V.",Privado,2010,2.4,15.26,2.16,Generación,Guanajuato,E/845/GEN/2010,,No encontrado,,-11223056.73990804,2338610.517992909
Empacadora San Marcos,"Empacadora San Marcos, S. A. de C. V.",Combustión interna,En operación,Gas Natural y Biogas,"Empacadora San Marcos, S. A. de C. V.",Privado,2013,0.97,4.51,0.88,Autoabastecimiento,Puebla,E/975/AUT/2013,,No encontrado,,-10886911.948276259,2182282.4941685977
Energía Bidarena,"Energía Bidarena, S. de R. L. de C. V.",Combustión interna,En operación,Gas Natural,"Energía Bidarena, S. de R. L. de C. V.",Privado,1998,6.15,22.2,5.54,Cogeneración,Estado de México,E/46/COG/96,,No encontrado,,-11002207.337134656,2234049.250470119
Energía EP,Energía E.P. S. de R. L. de C. V.,Turbina Hidráulica,En operación,Agua,Energía E.P. S. de R. L. de C. V.,Privado,2010,0.41,2.88,0.62,Autoabastecimiento,Puebla,E/808/AUT/2009,,No encontrado,,-10966019.140657665,2181087.6224178486
Energía para Bebidas Carbonatadas,"Energía para Bebidas Carbonatadas, S. A. P. I. de C. V.",Combustión interna,En operación,Gas Natural,Energía para Bebidas Carbonatadas,Privado,2018,5,39.4,12.8,Generación,Queretaro,E/2000/GEN/2017,,No encontrado,,-11130182.408952206,2321928.2865843107
Energía para Conservas,"Energía para Conservas, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Grupo Herdez S.A.B de C.V.,Privado,2018,5.25,42.32,173.21,Generación,San Luis Potosí,E/1872/GEN/2016,,No encontrado,,-11231186.31994425,2523386.430164711
Energía Renovable de Cuautla,"Energía Renovable de Cuautla, S. A. de C. V.",Combustión interna,En operación,Biogas,"Energía Renovable de Cuautla, S. A. de C. V.",Privado,2014,1.07,6.5,0.96,Cogeneración,Morelos,E/959/COG/2012,,No encontrado,,-11011423.875188012,2129628.9708247255
Energía San Pedro,"Energía San Pedro, S. C. de R. L. de C. V",Turbina de Gas,En operación,Gas Natural,"Energía San Pedro, S. C. de R. L. de C. V",Privado,2015,2,16.64,1.8,Cogeneración,Nuevo León,E/830/COG/2009,,No encontrado,,-11166706.730178867,2957647.6119771376
El Vigil,"Eólica  Los Altos, S. A. P. I. de C. V",Eólico,En proyecto con permiso de la CRE terminado,Viento,Grupo Salinas,Privado,null,40,122,80,Autoabastecimiento,Guanajuato,E/1431/AUT/2015,,No encontrado,,-11298369.602992976,2477257.7838673093
Energia Verde Bordo IV,"Energia Verde Bordo IV, S. A. P. I. de C. V.",Combustión interna,En construcción,Gas Natural,Sistemas Electricos Metropolitanos (SEM),Privado,null,83.94,661.78,75.55,Generación,Estado de México,E/1414/GEN/2015,La Fase la indica la CNE,No encontrado,,-11021860.09303461,2209867.8199302503
Electricidad Solar de Hermosillo,"Electricidad Solar de Hermosillo, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,Energía Aljaval,Privado,null,30,80.49,45,Generación,Sonora,E/1330/GEN/2015,,No encontrado,,-12395136.389016973,3360067.873643683
Energia Solar Ahu,"Energía Solar Ahu, S. de R. L. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"Energía Solar Ahu, S. de R. L. de C. V.",Privado,null,99.9,284.76,114.36,Generación,Sonora,E/2010/GEN/2018,,No encontrado,,-12537992.171689957,3604821.95265209
Energreen Energía PII,"Energreen Energía PII, S. A. de C. V.",Combustión interna,En construcción,Biogas,Energreen S.A de C.V.,Privado,null,1,8,0.9,Generación,San Luis Potosí,E/1248/GEN/2014,,No encontrado,,-11240049.45980255,2538619.9750455273
Greenpaper Monterrey,Productora de Papel S. A. de C. V.,Turbina de Gas,En operación,Gas Natural,Productora de Papel S. A. de C. V.,Privado,1994,18,115.86,17.1,Cogeneración,Nuevo León,07/COG/94,,No encontrado,,-11160524.67684172,2966329.385217028
Energreen Energía PIII,"Energreen Energía PIII, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE,Biogas,Energreen S.A de C.V.,Privado,null,0.07,0.52,0.06,Pequeño Productor,San Luis Potosí,E/1249/PP/2014,,No encontrado,,-11228839.07055723,2522883.5133694727
Energreen Energía PIV,"Energreen Energía PIV, S. A. de C. V.",Combustión interna,En construcción,Biogas,Energreen S.A de C.V.,Privado,null,1,8,0.9,Generación,Estado de México,E/1250/GEN/2014,,No encontrado,,-11106586.789046023,2193413.969960456
Energreen Energía Pl,"Energreen Energía PI, S. A. de C. V.",Combustión interna,En operación,Biogas,Energreen S.A de C.V.,Privado,2017,1.6,12.8,1.44,Generación,Estado de México,E/1033/GEN/2013,,No encontrado,,-11051921.221323736,2224372.499972943
Ensambles Hyson,"Ensambles Hyson, S. A. de C. V.",Combustión interna,En operación,Diesel,"Ensambles Hyson, S. A. de C. V.",Privado,2014,1.83,0.88,1.64,Autoabastecimiento,Baja California,E/1108/AUT/2014,,No encontrado,,-13016679.783491503,3829825.964361011
Esperanzas,,Turbina de Gas,Central retirada,Gas Natural,,Privado,null,12,null,null,No definida,Coahuila,Permiso no encontrado,,No encontrado,,-11279991.823730119,3212149.775489931
Fábrica de Papel San Francisco,"Fábrica de Papel San Francisco, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,Orchids Paper Products Co.,Privado,2015,22.7,178.83,20.43,Cogeneración,Baja California,E/1190/COG/2014,,No encontrado,,-12840675.086927792,3848527.0260978374
Fabricaciones Especializadas,"Fabricaciones Especializadas, S. A. de C. V.",Cogeneración,En operación,Gas Natural,"Fabricaciones Especializadas, S. A. de C. V.",Privado,2017,1,6.01,0.81,Generación,Durango,E/1833/GEN/2016,,No encontrado,,-11513401.670703292,2956593.225292621
Falcón,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,1955,31.5,55.3,47.25,Generación,Tamaulipas,E/1630/GEN/2015,,No encontrado,,-11039487.110274464,3068403.313590225
Fermicaise,"Fermicaise, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Enel Group,Privado,2017,16,109.04,6.3,Generación,Ciudad de México,E/1852/GEN/2016,,No encontrado,,-11030255.014209073,2193276.3416829146
Ferrocarriles Suburbanos,"Ferrocarriles Suburbanos, S. A. P. I. de C. V.",Energía cinética,En operación,Energia Cinetica,CAF SM Equity,Privado,2011,6.61,19.26,0,Autoabastecimiento,Estado de México,E/905/AUT/2011,,No encontrado,,-11040215.918980688,2233555.9756300366
Ferrogranos México,"Ferrogranos México, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Ferrogranos México, S. A. de C. V.",Privado,2019,1.8,14.4,1.8,Generación,Coahuila,E/2076/GEN/2018,,No encontrado,,-11506877.839812733,2934016.8402508814
Fersinsa GB,"Fersinsa GB, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,Koninklijke DSM NV,Privado,1994,6,42.4,5.4,Cogeneración,Coahuila,08/COG/94,,No encontrado,,-11236693.643583797,2942444.0378066283
Flex Américas,"Flex Américas, S. A. de C. V.",Motogenerador,En operación,Gas Natural,"Flex Américas, S. A. de C. V.",Privado,2021,15.11,70.08,10.24,Generación,Tamaulipas,E/2254/GEN/2021,,No encontrado,,-10897999.425219014,2566333.7567150597
